PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TERT_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[2] ASC_TERT_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_TERT_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[4] ASC_TERT_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[5] ASC_TERT_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_TERT_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[7] ASC_TERT_TLR4_LOV_SN_WO_3.raw.PG.MS1Quantity	[8] ASC_TERT_TLR4_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TERT_TLR4_LOV_SN_WO_1.raw.PG.MS1Quantity	[10] ASC_TERT_TLR4_LOV_SN_LPS_3.raw.PG.MS1Quantity	[11] ASC_TERT_TLR4_LOV_SN_LPS_2.raw.PG.MS1Quantity	[12] ASC_TERT_TLR4_LOV_SN_LPS_1.raw.PG.MS1Quantity	[13] ASC_TERT_TLR4_LOV_SN_Light_3.raw.PG.MS1Quantity	[14] ASC_TERT_TLR4_LOV_SN_Light_2.raw.PG.MS1Quantity	[15] ASC_TERT_TLR4_LOV_SN_Light_1.raw.PG.MS1Quantity	[1] ASC_TERT_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[2] ASC_TERT_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_TERT_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[4] ASC_TERT_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity	[5] ASC_TERT_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_TERT_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[7] ASC_TERT_TLR4_LOV_SN_WO_3.raw.PG.MS2Quantity	[8] ASC_TERT_TLR4_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TERT_TLR4_LOV_SN_WO_1.raw.PG.MS2Quantity	[10] ASC_TERT_TLR4_LOV_SN_LPS_3.raw.PG.MS2Quantity	[11] ASC_TERT_TLR4_LOV_SN_LPS_2.raw.PG.MS2Quantity	[12] ASC_TERT_TLR4_LOV_SN_LPS_1.raw.PG.MS2Quantity	[13] ASC_TERT_TLR4_LOV_SN_Light_3.raw.PG.MS2Quantity	[14] ASC_TERT_TLR4_LOV_SN_Light_2.raw.PG.MS2Quantity	[15] ASC_TERT_TLR4_LOV_SN_Light_1.raw.PG.MS2Quantity
P16401	H1-5	Homo sapiens	Histone H1.5	H15_HUMAN	2	2	2	True	78659,015625	52235,6328125	64533,94921875	20065,654296875	4158,71533203125	13474,4765625	7467,7470703125	2777,199951171875	19351,5703125	2224,870849609375	9807,0673828125	20912,396484375	734,0294189453125	622,976806640625	13588,7236328125	21055,1328125	28751,802734375	20023,25390625	8644,990234375	8243,2548828125	9031,5791015625	4147,6171875	5227,1572265625	8878,623046875	7763,82421875	3747,486328125	12632,9326171875	145,5220947265625	162,25942993164062	9729,69140625
P16435	POR	Homo sapiens	NADPH--cytochrome P450 reductase	NCPR_HUMAN	6	6	6	True	3048,89111328125	4144,3740234375	3796,388916015625	2910,640869140625	1981,9622802734375	9859,1552734375	5857,7861328125	2041,3360595703125	2471,09375	7411,5322265625	13839,0673828125	5184,33349609375	10510,94140625	2485,67138671875	6388,43017578125	2557,135498046875	2133,761474609375	1560,6314697265625	2291,33349609375	2470,7021484375	5374,52783203125	5650,79345703125	5568,9736328125	2258,373779296875	7439,09521484375	6565,56201171875	4080,794677734375	6408,53515625	5030,6103515625	3885,493896484375
P16615;P16615-2;P16615-3;P16615-5	ATP2A2	Homo sapiens	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 3 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Isoform 5 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	AT2A2_HUMAN	15	16	17	True	11813,52734375	12647,431640625	10950,94140625	21734,3984375	12992,7578125	29824,666015625	36328,54296875	30531,4609375	10649,423828125	43408,1640625	40538,7578125	23059,099609375	35506,2890625	56625,015625	33713,52734375	7005,15185546875	7242,45166015625	6534,90380859375	10328,9443359375	10021,9443359375	15397,3212890625	20847,169921875	14737,4208984375	5828,5849609375	25596,5	21948,248046875	12069,4033203125	23222,171875	22637,32421875	15328,1748046875
P16870;P16870-2	CPE	Homo sapiens	Carboxypeptidase E;Isoform 2 of Carboxypeptidase E	CBPE_HUMAN	1	1	1	True	719,6307983398438	3333,583740234375	546,5121459960938	1314,9742431640625	1485,9637451171875	526,1262817382812	3321,49462890625	7526,45849609375	1113,5858154296875	2042,8271484375	1141,52490234375	1898,0498046875	615,7471313476562	3373,81103515625	1996,8203125	179,70558166503906	261,36419677734375	709,9667358398438	441,9673767089844	738,6115112304688	743,337890625	1220,6873779296875	2736,525146484375	1000,4890747070312	1303,777587890625	1379,0626220703125	776,138427734375	1616,9952392578125	1713,514892578125	1048,8170166015625
P16871;P16871-2;P16871-3;P16871-4	IL7R	Homo sapiens	Interleukin-7 receptor subunit alpha;Isoform 3 of Interleukin-7 receptor subunit alpha;Isoform 4 of Interleukin-7 receptor subunit alpha;Isoform 2 of Interleukin-7 receptor subunit alpha	IL7RA_HUMAN	1	1	1	True	328,1671447753906	1463,6060791015625	406,77197265625	3150,942138671875	558,232177734375	910,7725219726562	1850,043701171875	1048,765869140625	3161,414794921875	857,4876708984375	1192,6724853515625	3957,1103515625	1840,1588134765625	3452,08544921875	1003,9862670898438	103,56829071044922	361,49169921875	663,2496948242188	399,7812194824219	497,54498291015625	525,4161376953125	1087,51416015625	758,212646484375	832,4491577148438	1278,321533203125	724,9634399414062	400,4754638671875	346,6573791503906	610,278564453125	468,06622314453125
P16930	FAH	Homo sapiens	Fumarylacetoacetase	FAAA_HUMAN	7	7	7	False	12520,279296875	8114,09619140625	3865,772216796875	6091,9208984375	23200,908203125	6883,72607421875	3632,923583984375	7999,982421875	10313,1220703125	6183,92333984375	7876,94140625	7928,931640625	4996,56884765625	7566,99462890625	14159,5166015625	3149,21923828125	3219,72802734375	3299,76416015625	2675,724609375	6994,1806640625	2792,490234375	1825,876220703125	2917,380859375	3332,1240234375	2841,321044921875	3530,97900390625	2763,582275390625	2597,660400390625	3352,982421875	3801,843017578125
P16949	STMN1	Homo sapiens	Stathmin	STMN1_HUMAN	16	16	16	False	449037	619629,75	414161,25	408290,125	282701,1875	371884,84375	401651,15625	252037,125	358033,4375	275032,78125	338091,1875	368209,09375	235511,53125	386975,21875	589167,3125	180611,453125	270222,875	202683,4375	185228,546875	133076,359375	184799,15625	164303,078125	154416	165770,21875	123836,203125	165586,109375	159304,46875	117146,4296875	177484,375	267693,53125
P16989-2	YBX3	Homo sapiens	Isoform 2 of Y-box-binding protein 3	YBOX3_HUMAN	1	1	1	True	1838,441650390625	1047,8035888671875	1894,553466796875	1732,772705078125	995,9479370117188	1754,87255859375	1467,9017333984375	1847,278564453125	1062,60986328125	1432,6976318359375	2219,769287109375	4904,7333984375	426,149658203125	1120,0433349609375	6698,908203125	632,8541259765625	263,388916015625	820,3541870117188	944,5562133789062	531,742919921875	904,082763671875	615,4442138671875	351,1521301269531	291,624755859375	486,0037841796875	820,6723022460938	2250,937255859375	139,17977905273438	343,3451843261719	943,834716796875
P16989;P16989-3	YBX3	Homo sapiens	Y-box-binding protein 3;Isoform 3 of Y-box-binding protein 3	YBOX3_HUMAN	9	9	10	True	56063,12890625	78215,78125	66334,84375	42904,52734375	17614,982421875	42528,64453125	10782,4833984375	7060,18701171875	55746,01953125	25798,453125	38984,1484375	77297,03125	11045,228515625	5257,400390625	33096,265625	11235,904296875	18279,80859375	13542,150390625	8968,916015625	6616,89013671875	11753,4228515625	4169,5146484375	2572,2392578125	12136,453125	6549,7109375	10127,58984375	21229,193359375	3867,92431640625	2546,0146484375	10474,798828125
P17050	NAGA	Homo sapiens	Alpha-N-acetylgalactosaminidase	NAGAB_HUMAN	4	4	4	True	55574,1484375	35251,27734375	49945,86328125	32319,560546875	130751,0390625	30861,19921875	37698,10546875	68067,8359375	46619,1484375	78286,1484375	42288,41796875	32452,025390625	39002,9453125	9248,2548828125	18809,529296875	14728,28515625	14339,9931640625	16227,3408203125	9608,138671875	34003,1796875	9597,2392578125	12397,064453125	25453,28515625	12953,474609375	18816,548828125	18774,685546875	11738,8203125	13293,328125	9996,5283203125	5468,93408203125
P17096	HMGA1	Homo sapiens	High mobility group protein HMG-I/HMG-Y	HMGA1_HUMAN	6	6	8	True	370173,46875	308969	387941,125	321810,4375	218275,59375	226110,90625	197665,390625	141374,65625	285487,125	89623,6171875	115862,4765625	273123,0625	78031,328125	132718,109375	330611,71875	68072,9296875	71491,125	72687,6328125	70098,8203125	28118,568359375	50876,76953125	31435,3203125	25106,546875	51014,1484375	16415,9296875	22045,03125	59412,3671875	14593,9189453125	33444,44140625	52242,5078125
P17096-2	HMGA1	Homo sapiens	Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y	HMGA1_HUMAN	1	1	2	True	742226,875	591442,5625	445230,84375	503479,71875	30249,490234375	379965,46875	43395,93359375	28654,0703125	453660,59375	15630,5673828125	57585,03125	291948,0625	3276,14599609375	8787,462890625	255000	266124,90625	194641,046875	300896,53125	172656,9375	192069,171875	101552,7890625	62755,3125	55560,24609375	145727,421875	46323,86328125	71320,21875	59247,3984375	18679,82421875	528,994873046875	75805,875
P17174	GOT1	Homo sapiens	Aspartate aminotransferase, cytoplasmic	AATC_HUMAN	11	11	12	True	669681,9375	504081,125	439112	556745,875	546760,3125	283907,9375	240446,96875	257147,96875	625326,3125	230116,859375	301553,65625	384474,6875	223087,328125	174215,1875	579782,9375	8038,0224609375	8290,3837890625	6993,916015625	6612,4306640625	6394,712890625	3927,808349609375	3637,406982421875	4932,10498046875	7818,74755859375	4101,00927734375	4953,466796875	6377,35107421875	4245,14892578125	3692,538818359375	8524,6240234375
P17252	PRKCA	Homo sapiens	Protein kinase C alpha type	KPCA_HUMAN	4	4	4	True	1395,76806640625	1905,12939453125	1747,8016357421875	3047,735107421875	3389,73779296875	2889,214111328125	1792,675537109375	1237,7254638671875	1265,3035888671875	1789,6312255859375	1893,169677734375	3388,227783203125	2274,512939453125	2493,8330078125	1964,8968505859375	937,7532348632812	827,4157104492188	579,0807495117188	1249,068359375	959,5113525390625	740,4419555664062	580,93017578125	518,4312744140625	673,205810546875	1019,6514282226562	500,5230712890625	621,5120849609375	782,9059448242188	1148,91015625	740,4830322265625
P17301	ITGA2	Homo sapiens	Integrin alpha-2	ITA2_HUMAN	7	7	7	True	5423,16796875	5196,931640625	5695,7763671875	6191,30224609375	18003,591796875	13835,9013671875	6818,88818359375	2900,189697265625	4951,9541015625	11962,0693359375	12568,7431640625	6918,55615234375	11699,23828125	10781,2646484375	5688,033203125	2527,86669921875	2004,7601318359375	1492,2581787109375	3336,0751953125	4379,72412109375	4213,7392578125	3532,14306640625	2449,606201171875	2042,3828125	3387,943115234375	2762,098388671875	2650,982177734375	3628,393310546875	4432,77001953125	2508,790283203125
P17302	GJA1	Homo sapiens	Gap junction alpha-1 protein	CXA1_HUMAN	2	2	3	True	2563,491943359375	3053,592529296875	4361,572265625	4461,59228515625	2327,505859375	4833,21826171875	1666,93310546875	890,9701538085938	4999,0810546875	1334,329833984375	691,8712768554688	3477,0380859375	909,5942993164062	2455,36181640625	2053,097412109375	638,0560302734375	753,8265991210938	1577,787109375	690,59716796875	1270,8079833984375	1653,123046875	1003,3502197265625	634,6829223632812	1072,858154296875	394,7891540527344	396,12640380859375	949,4044189453125	225,64743041992188	525,6695556640625	1184,4779052734375
P17342;P17342-2	NPR3	Homo sapiens	Atrial natriuretic peptide receptor 3;Isoform 2 of Atrial natriuretic peptide receptor 3	ANPRC_HUMAN	1	1	1	True	335,0899658203125	1441,777587890625	1490,4136962890625	946,88671875	572,9533081054688	1204,332275390625	2555,659423828125	369,89874267578125	66,87580108642578	877,5079345703125	1810,2569580078125	1369,24658203125	1884,748291015625	1757,486328125	312,5532531738281	340,18524169921875	356,3822326660156	315,8578796386719	234,5432891845703	172,63922119140625	305,1189880371094	830,026123046875	772,1104736328125	149,19302368164062	1072,322265625	685,375732421875	318,5863952636719	877,4195556640625	1088,7130126953125	92,76336669921875
P17405;P17405-4	SMPD1	Homo sapiens	Sphingomyelin phosphodiesterase;Isoform 4 of Sphingomyelin phosphodiesterase	ASM_HUMAN	8	9	9	True	34727,80859375	37463,01171875	36273,56640625	23286,998046875	76762,0546875	28684,7265625	46854,4921875	71371,28125	45433,7109375	61780,484375	38261,3203125	35312,109375	43646,3828125	30277,470703125	19681,673828125	12116,919921875	11909,556640625	17131,58203125	8489,0849609375	28608,291015625	10741,87890625	27443,755859375	25837,01171875	16058,5625	27686,822265625	16827,318359375	12728,1669921875	20162,5078125	16169,220703125	7877,9013671875
P17535	JUND	Homo sapiens	Transcription factor jun-D	JUND_HUMAN	1	1	1	False	2375,810302734375	1708,9080810546875	2452,949951171875	2232,404541015625	426,82122802734375	985,543212890625	1972,039306640625	806,6611328125	2444,169677734375	675,88134765625	4239,64306640625	997,0570068359375	1437,5792236328125	2234,025146484375	6613,9658203125	208,19232177734375	418,64801025390625	227,55943298339844	272,06488037109375	143,22889709472656	260,9862365722656	391,47625732421875	208,7233123779297	95,2021255493164	189,21559143066406	134,89205932617188	218,11477661132812	297,1731872558594	500,8615417480469	470,9268493652344
P17612;P17612-2;P22694;P22694-10;P22694-2;P22694-3;P22694-4;P22694-5;P22694-6;P22694-7;P22694-9	PRKACA;PRKACA;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB	Homo sapiens	cAMP-dependent protein kinase catalytic subunit alpha;Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta;Isoform 10 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 2 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 3 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 4 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 5 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 6 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 7 of cAMP-dependent protein kinase catalytic subunit beta;Isoform 9 of cAMP-dependent protein kinase catalytic subunit beta	KAPCA_HUMAN;KAPCA_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN;KAPCB_HUMAN	3	3	3	False	25818,279296875	22228,033203125	23368,5625	18932,275390625	25095,271484375	13043,6337890625	9446,9765625	10941,8857421875	24929,20703125	17715,763671875	25912,484375	28481,947265625	10394,9736328125	22005,693359375	22747,83203125	4951,94287109375	5083,275390625	5215,60595703125	3814,331298828125	3669,49462890625	3816,9873046875	2352,196533203125	3604,13427734375	5925,46875	4617,44775390625	4457,2802734375	5630,4375	3275,033447265625	1881,4393310546875	5092,5361328125
P17655	CAPN2	Homo sapiens	Calpain-2 catalytic subunit	CAN2_HUMAN	22	24	25	False	104454,1484375	101786,4765625	103330,25	70120,296875	134187,046875	66554,34375	87271,4296875	120380,359375	84006,71875	107129,3125	102582,6328125	99962,921875	120284,515625	130316,7421875	132092,09375	33945,13671875	35907,9921875	30082,1171875	26139,51171875	37700,44921875	28363,27734375	35300,7734375	41431,66015625	27927,607421875	37825,5625	36733,55859375	31436,669921875	38399,16796875	46794,05078125	40788,890625
P17707	AMD1	Homo sapiens	S-adenosylmethionine decarboxylase proenzyme	DCAM_HUMAN	1	1	1	True	357,5303039550781	1536,7303466796875	482,946044921875	453,85455322265625	1506,6749267578125	724,3980102539062	1937,4169921875	2504,36767578125	1188,4437255859375	850,5994262695312	569,9381103515625	1326,0557861328125	1032,5916748046875	1885,190185546875	1303,90185546875	15589,6591796875	82280,6640625	14069,5556640625	19692,98046875	14991,4697265625	31682,5703125	28348,845703125	30256,123046875	10854,740234375	30146,38671875	35088,59765625	56152,80078125	26533,16015625	456,4507141113281	2651,5009765625
P17812	CTPS1	Homo sapiens	CTP synthase 1	PYRG1_HUMAN	12	12	12	True	25822,181640625	27241,73828125	18709,466796875	20541,537109375	8394,048828125	18689,982421875	10954,728515625	12390,28125	25188,828125	15106,859375	14167,5966796875	25987,662109375	12430,0029296875	14530,4140625	23122,3203125	14012,9462890625	12778,3095703125	7996,1806640625	10348,7294921875	7871,7421875	8493,3134765625	5530,31591796875	6684,12841796875	13007,8095703125	7323,87255859375	6679,76708984375	10809,134765625	6030,04248046875	6213,05078125	10972,0693359375
P17813;P17813-2	ENG	Homo sapiens	Endoglin;Isoform Short of Endoglin	EGLN_HUMAN	4	4	4	True	4214,357421875	14574,171875	10455,490234375	11178,517578125	3852,58544921875	22625,3828125	6241,10888671875	2319,1279296875	6659,6923828125	2803,185546875	7875,75830078125	9178,912109375	5773,326171875	1159,4678955078125	2770,40478515625	1448,8876953125	1682,87890625	2502,127685546875	2163,50830078125	3164,98291015625	4374,05029296875	1426,5577392578125	789,404052734375	1971,09716796875	1105,1903076171875	1431,2152099609375	1900,8233642578125	1036,439453125	466,3436584472656	875,09619140625
P17844;P17844-2	DDX5	Homo sapiens	Probable ATP-dependent RNA helicase DDX5;Isoform 2 of Probable ATP-dependent RNA helicase DDX5	DDX5_HUMAN	4	4	4	True	3639,098876953125	4775,634765625	3847,5888671875	3122,580810546875	2882,750244140625	3187,622314453125	1930,316650390625	1370,7216796875	3564,578369140625	1250,6671142578125	2861,358154296875	6854,09423828125	1012,3988647460938	1636,9208984375	1632,5916748046875	1949,435302734375	2213,201416015625	1645,2037353515625	1217,17626953125	1225,1190185546875	1219,366943359375	665,9964599609375	902,5372314453125	1817,7364501953125	993,5936889648438	1386,60693359375	3303,833984375	364,5861511230469	776,9921264648438	1390,5938720703125
P17858	PFKL	Homo sapiens	ATP-dependent 6-phosphofructokinase, liver type	PFKAL_HUMAN	17	18	18	False	50017,5	56010,1875	52045,10546875	58769,9453125	70866,6484375	55260,7109375	40029,3828125	42225,70703125	48139,60546875	65373,078125	75611,03125	64489,6328125	60889,140625	47419,01171875	66274,5703125	3808,376953125	3907,54541015625	3778,599609375	4754,6826171875	4298,19580078125	4227,52978515625	3674,487548828125	4546,6669921875	4663,35986328125	5532,7041015625	6045,28271484375	5300,8486328125	5452,5244140625	3735,6708984375	5497,810546875
P17900	GM2A	Homo sapiens	Ganglioside GM2 activator	SAP3_HUMAN	3	3	4	False	47550,9609375	18299,392578125	33641,109375	16276,681640625	31720,689453125	25235,767578125	18764,892578125	36600,3671875	30766,302734375	22323,94921875	21232,896484375	16074,4052734375	17477,611328125	18199,078125	9143,830078125	5567,80712890625	4299,923828125	6467,1513671875	4041,0927734375	13396,9404296875	4866,64990234375	5070,205078125	8777,8369140625	5737,2998046875	7352,0634765625	6524,5263671875	3967,051513671875	8227,6416015625	4604,09765625	1888,4439697265625
P17931	LGALS3	Homo sapiens	Galectin-3	LEG3_HUMAN	7	7	9	True	58368,12109375	28359,533203125	34113,17578125	48443,19921875	89936,40625	35408,08203125	21988,34375	60235,5234375	79471,9296875	29323,61328125	38586,87109375	44746,3125	28315,97265625	16197,5595703125	49644,6953125	11618,142578125	8230,8564453125	6807,07666015625	9869,8076171875	19568,048828125	7339,2734375	4681,81396484375	10375,6484375	17050,017578125	7129,427734375	8177,1728515625	10563,873046875	6579,99658203125	3217,123046875	9558,9013671875
P17936;P17936-2	IGFBP3	Homo sapiens	Insulin-like growth factor-binding protein 3;Isoform 2 of Insulin-like growth factor-binding protein 3	IBP3_HUMAN	8	8	8	True	23101,38671875	36604,96875	37822,55078125	20442,94140625	58627,109375	48714,78125	37666,5859375	38274,20703125	22752,49609375	30556,673828125	12887,05078125	15646,951171875	32416,330078125	59804,16796875	16512,890625	8439,3935546875	12889,9814453125	13403,1513671875	7677,2568359375	26171,748046875	17221,24609375	14951,943359375	14260,373046875	8378,5830078125	10914,095703125	5584,14599609375	5078,40380859375	15103,16796875	18009,15625	4848,24853515625
P17980	PSMC3	Homo sapiens	26S proteasome regulatory subunit 6A	PRS6A_HUMAN	17	18	19	False	11963,10546875	14877,9013671875	10182,3876953125	14894,857421875	6344,205078125	12676,1328125	6148,1845703125	6725,69384765625	11790,453125	7955,41064453125	10217,6865234375	14155,6318359375	8035,0263671875	11036,9482421875	19358,28515625	5286,14111328125	5055,7236328125	5309,28857421875	4586,669921875	3030,4912109375	5818,5166015625	3251,609375	3347,320068359375	6829,38623046875	3213,6796875	3941,69091796875	4244,86376953125	3622,48876953125	5654,30810546875	8506,7021484375
P17987	TCP1	Homo sapiens	T-complex protein 1 subunit alpha	TCPA_HUMAN	19	21	22	False	86850,578125	92749,078125	64359,80078125	68318,015625	52429,29296875	75982,7734375	44915,625	45284,140625	125247,9453125	64669,34375	59061,12109375	71068,171875	65424,4921875	32639,380859375	83714,390625	27202,4453125	31235,767578125	24616,478515625	24447,099609375	25189,7421875	23639,095703125	15726,76171875	13444,7421875	41864,72265625	23701,8359375	22666,466796875	24506,982421875	23935,10546875	18240,19921875	24353,919921875
P18031	PTPN1	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 1	PTN1_HUMAN	6	6	6	False	8473,37890625	6000,17041015625	6166,54443359375	2724,20458984375	6102,03759765625	7274,80322265625	4101,88818359375	3488,052001953125	5600,62353515625	6150,27001953125	4462,72021484375	5256,02294921875	3796,50634765625	3519,399658203125	3017,651611328125	2851,197021484375	1982,2728271484375	1554,1544189453125	1951,696533203125	2925,33740234375	2500,13232421875	2718,676025390625	2675,547607421875	2245,174560546875	4395,75634765625	3560,37939453125	2103,79736328125	2547,992431640625	3029,63330078125	2784,50048828125
P18065	IGFBP2	Homo sapiens	Insulin-like growth factor-binding protein 2	IBP2_HUMAN	12	13	14	True	144544,484375	165403,53125	144425,234375	210590,890625	384468,90625	217042,78125	613518,25	663398,25	223205,125	304618,65625	431414,78125	237218,1875	445039,15625	682349,875	205176,84375	47922,92578125	60124,89453125	71166,4453125	67374,859375	153529,453125	66846,9296875	202225,59375	179956,875	74241,8671875	117586,9921875	135323	81212,4453125	148493,28125	237109,34375	69229,7265625
P18077	RPL35A	Homo sapiens	60S ribosomal protein L35a	RL35A_HUMAN	5	5	6	True	42800,7890625	32410,154296875	27530,701171875	25243,876953125	14746,6064453125	23014,2578125	11849,3818359375	18512,2734375	26899,3671875	4532,85009765625	7689,298828125	8593,6240234375	6368,330078125	11017,5849609375	35628,5078125	23150,478515625	20062,853515625	18806,97265625	12856,599609375	10123,1318359375	10815,22265625	7325,66064453125	13383,962890625	15883,9462890625	3076,52099609375	3997,000732421875	4298,4111328125	5388,30224609375	6305,77734375	21019,35546875
P18084	ITGB5	Homo sapiens	Integrin beta-5	ITB5_HUMAN	12	12	13	True	9738,640625	18338,119140625	10835,6357421875	17906,9765625	22424,345703125	22000,431640625	22447,35546875	14493,8720703125	13901,572265625	17716,740234375	15741,5009765625	21252,314453125	20671,03125	24739,580078125	14088,7041015625	5041,91455078125	5649,7880859375	4891,3701171875	7279,84326171875	9906,3818359375	8504,30859375	9552,59375	8329,5703125	4948,89794921875	7118,94970703125	6758,7666015625	8122,21630859375	7883,4306640625	13273,779296875	6686,5458984375
P18085	ARF4	Homo sapiens	ADP-ribosylation factor 4	ARF4_HUMAN	1	1	1	True	5246,15478515625	3385,32470703125	6796,20263671875	8046,45751953125	26683,19921875	17168,966796875	2767,470458984375	2234,6513671875	9798,59375	17757,28515625	20689,009765625	10374,5546875	19749,357421875	11476,6162109375	7988,173828125	2136,66357421875	267,78497314453125	2715,9521484375	2408,252685546875	8758,541015625	4330,27490234375	2851,497802734375	3442,9267578125	2517,97216796875	6219,0166015625	4667,6474609375	3440,461181640625	7108,27490234375	3953,502197265625	2372,32421875
P18124	RPL7	Homo sapiens	60S ribosomal protein L7	RL7_HUMAN	14	14	15	True	59120,81640625	101541,609375	81253,796875	70959,453125	28879,150390625	75576,4140625	35991,1640625	26867,349609375	87426,984375	35712,15234375	37595,796875	89005,9296875	24891,177734375	32340,267578125	85486,4765625	20872,455078125	33024,84765625	27361,93359375	20744,189453125	13671,2705078125	28772,857421875	10404,6640625	9308,7841796875	29695,763671875	10629,078125	12290,6591796875	23351,134765625	9190,841796875	12987,392578125	26912,064453125
P18206;P18206-2	VCL	Homo sapiens	Vinculin;Isoform 1 of Vinculin	VINC_HUMAN	67	88	93	False	275627,59375	249688,125	227878	245912,0625	255900,171875	193632,1875	138647,53125	168302,1875	258537,203125	165950,71875	180576,875	226043,515625	171205,765625	201440,546875	276622,09375	86738,296875	85876,59375	84550,8828125	84990,6875	89475,8984375	67321,0859375	47126,40234375	61987,8125	85733,796875	60081,83984375	60469,46484375	78672,4140625	56309,2578125	62086,578125	99291,2265625
P18433;P18433-6	PTPRA	Homo sapiens	Receptor-type tyrosine-protein phosphatase alpha;Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha	PTPRA_HUMAN	3	3	3	True	6779,61767578125	9971,3798828125	5040,37060546875	7154,02099609375	4832,9326171875	12133,314453125	7390,25830078125	3599,02734375	4343,08935546875	3966,00146484375	8124,10205078125	18861,984375	4456,548828125	3003,732666015625	3772,53369140625	4247,65625	808,1476440429688	3778,505859375	5459,49853515625	3497,188232421875	8198,8681640625	6364,3388671875	4029,896240234375	4151,9384765625	4313,43212890625	5055,83837890625	9474,521484375	4866,814453125	3025,5390625	3373,954833984375
P18621;P18621-3	RPL17	Homo sapiens	60S ribosomal protein L17;Isoform 3 of 60S ribosomal protein L17	RL17_HUMAN	7	7	9	True	147073,515625	187795,578125	151509,46875	111126,9140625	108787,8515625	108009,8046875	92625,2265625	92613,2890625	149446,890625	67877,8359375	69096,3125	117439,015625	43093,78515625	103002,4921875	333657,21875	41400,65625	45577,8671875	45557,92578125	27428,244140625	25616,279296875	29630,13671875	22945,197265625	24020,6875	39399,4375	13864,275390625	18677,19140625	27992,271484375	14225,490234375	23589,451171875	60125,15234375
P18669	PGAM1	Homo sapiens	Phosphoglycerate mutase 1	PGAM1_HUMAN	16	18	23	False	198789,46875	184849,0625	199802,15625	157122,875	177716,75	124195,5546875	146090,75	177882,15625	158976,234375	128641,546875	145008,09375	147323,03125	145522,8125	177323,703125	297614,71875	68628,875	60506,97265625	69226,5859375	46239,8984375	59683,42578125	43068,37890625	49229,9140625	58677,640625	55670,7421875	38910,78125	53010,05859375	42564,7421875	40667,5234375	54466,72265625	106272,375
P18754;P18754-2	RCC1	Homo sapiens	Regulator of chromosome condensation;Isoform 2 of Regulator of chromosome condensation	RCC1_HUMAN	4	4	4	True	5252,01416015625	7642,9541015625	3469,000244140625	1014,2017211914062	3543,419677734375	1284,906982421875	952,6194458007812	1227,725341796875	3455,767333984375	940,6063842773438	3016,56982421875	1221,0638427734375	967,6172485351562	1450,1314697265625	1733,5316162109375	1357,035400390625	562,3743896484375	488,607177734375	243,3390655517578	442,8403015136719	281,8030700683594	231,39517211914062	307,13275146484375	1061,0294189453125	242,8865966796875	410,23870849609375	252,1351776123047	208,34800720214844	356,3839416503906	637,9807739257812
