PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity
P61158	ACTR3	Homo sapiens	Actin-related protein 3	ARP3_HUMAN	23	25	30	False	9775593	9470257	10481683	10068498	10117167	10555392	10940969	11230365	11011888	11395705	11852495	11589335	2172960	2067961,375	2198384,75	2157536	2205248	2260599	2352055,5	2320897,75	2395443,5	2303556,75	2397105,75	2408900,75
P61160	ACTR2	Homo sapiens	Actin-related protein 2	ARP2_HUMAN	18	21	29	False	5835881,5	5238652	5297129,5	5307665,5	5597925	5560696,5	5445931,5	6238875	5823376,5	6992263	6700793,5	6335733	1252294,625	1177056,75	1224954	1201525,625	1309013,875	1311671,75	1255555,375	1441152	1345201,5	1472642,125	1523218,375	1377968,25
P61163	ACTR1A	Homo sapiens	Alpha-centractin	ACTZ_HUMAN	23	23	26	False	5512227	5347157	5081506	5778466	5497731	5781821	5673048,5	5496608	5256239,5	6350478,5	5802492	5776974,5	547103,375	535590	518721,78125	536019,625	527336,6875	531806,4375	509437,5	513431,0625	509582,875	570497,875	546206,6875	542090,1875
P61165	TMEM258	Homo sapiens	Transmembrane protein 258	TM258_HUMAN	1	1	1	False	1039727,5625	1379528,625	1614517,875	1680809,375	1166924,875	1080277,25	1942856,75	994218,1875	919970,125	2036608,5	1345596,5	2330013,5	428802,875	543702,8125	702960,375	622429,9375	541905,9375	441446,28125	748117,9375	477763,375	411008,6875	622431	459580,03125	557475,8125
P61201	COPS2	Homo sapiens	COP9 signalosome complex subunit 2	CSN2_HUMAN	21	21	26	False	1259737,875	1019823,6875	1231948,625	1265754,625	1214751,375	1124533,75	1112399,75	1199246,375	1229296,75	1249050,625	1303655,375	1183498,875	347660,1875	302769,34375	324755,75	322662,9375	342983,75	328599,15625	323136,1875	318759,03125	320538,34375	336341,15625	334260,25	319760,15625
P61221	ABCE1	Homo sapiens	ATP-binding cassette sub-family E member 1	ABCE1_HUMAN	27	27	32	False	1619388,125	1632929,75	1569859,625	1592522	1712357,875	1887185,125	1698467,5	1854873,5	1907307,625	1946900,875	2062653,375	1722075,75	317115,65625	316652,65625	323489,6875	330780,3125	342352,25	347092,9375	312265,1875	350793,0625	342571,5625	341965,9375	343185,5	313200,75
P61224	RAP1B	Homo sapiens	Ras-related protein Rap-1b	RAP1B_HUMAN	14	14	19	False	4844448	4281684	5390076	5327236,5	3902583,25	4235553	5513481	4684878	4664894,5	5963136	5077662,5	5180214	1047332,9375	974418,3125	1166408,75	1165880,875	861409,875	926031,4375	1219098,625	1024041,0625	1041063,875	1286990,875	1085058	1125719,75
P61225	RAP2B	Homo sapiens	Ras-related protein Rap-2b	RAP2B_HUMAN	8	8	9	False	470924,71875	532353,8125	665892,5625	618466,3125	444991,59375	536272,8125	657098,1875	545084,0625	567434,625	602404,125	564350,0625	686572,375	203449,546875	186910,640625	230138,765625	237055,25	165074,125	200204,265625	266417,125	203095,375	219051,4375	225557,03125	207915,484375	221125,453125
P61244;P61244-2	MAX	Homo sapiens	Protein max;Isoform 2 of Protein max	MAX_HUMAN	6	6	6	False	79228,90625	23676,544921875	120170,203125	32983,18359375	52321,65234375	24459,587890625	28183,236328125	34511,24609375	36928,80859375	35720,2734375	33857,24609375	26166,80859375	6880,724609375	6777,94873046875	6459,2646484375	4623,048828125	4501,92041015625	5494,87451171875	4761,765625	4878,50927734375	4046,84619140625	4947,9658203125	4507,7744140625	4297,7119140625
P61247	RPS3A	Homo sapiens	40S ribosomal protein S3a	RS3A_HUMAN	27	28	34	False	4006168,25	4709903	3823761,5	4206531	4152193,75	4750698	4077934,75	4155736,25	4816793,5	4640852	4199930	4831510	636206,8125	764987,8125	608493,125	660414,8125	699101,4375	764704,25	656737,125	650833,5	734184,8125	726572,4375	652408,1875	726189,5625
P61254	RPL26	Homo sapiens	60S ribosomal protein L26	RL26_HUMAN	14	15	19	False	4800302	5526576	5419272,5	5615112,5	4716660	5584501,5	5031343,5	4705493	5736357,5	6255716	4994799	6438161,5	1279634	1426960,375	1381862,5	1493313,625	1302383,625	1490516	1284457,625	1408887,125	1380871	1563344,25	1257076,25	1480891,5
P61289;P61289-2;P61289-3	PSME3	Homo sapiens	Proteasome activator complex subunit 3;Isoform 2 of Proteasome activator complex subunit 3;Isoform 3 of Proteasome activator complex subunit 3	PSME3_HUMAN	14	14	14	False	894299,75	948013,875	960182,1875	799557,1875	1031728,1875	1065435,625	673171,6875	1002768,3125	956236,0625	860840,75	863967,875	1076321,375	300930,25	349122,4375	321661,5625	307368,625	335249,78125	367741,65625	262193,125	304737,21875	323095,09375	307958,09375	307741,28125	364917,5625
P61313	RPL15	Homo sapiens	60S ribosomal protein L15	RL15_HUMAN	14	14	18	False	8428825	9400003	8193585,5	9475589	9142184	10122231	8587936	9181396	10779858	10561346	9414056	11706394	2005084,5	2282079,5	1967683,875	2256687,5	2135657,75	2404499,75	1853810,625	2200288,25	2324226	2345400	2030519,875	2438467,25
P61326	MAGOH	Homo sapiens	Protein mago nashi homolog	MGN_HUMAN	1	1	1	False	170035,40625	159282,125	140911	161066,90625	214254,546875	141304,875	176195,953125	92482,8046875	319264,09375	132075,453125	87602,734375	270474,0625	22283,46484375	40299,01953125	42361,484375	34108,8125	35165,9375	50606,875	30944,728515625	43165,421875	52125,30078125	34509,05078125	29515,75390625	38556,29296875
P61353	RPL27	Homo sapiens	60S ribosomal protein L27	RL27_HUMAN	5	5	8	False	2810409,5	3589528,25	2824266	3228177,5	3203182,25	3446685	2454645,5	2877938	3489428	3011516,75	2745719,25	3339594,25	495873,5	615315,375	490823,28125	540307,3125	546997,75	572205,375	471495,3125	531954,8125	578417,625	518683,4375	481143,40625	614816,375
P61421	ATP6V0D1	Homo sapiens	V-type proton ATPase subunit d 1	VA0D1_HUMAN	15	15	17	False	1535214,875	1472632,5	1729863,5	1561913,5	1270432,75	1387820,625	1471191,25	1283248,375	1500653,125	1258077,75	1223819,875	1407615,125	435834,8125	435975,3125	460418,21875	429281,9375	384689,1875	387338,1875	450575,5	386247,03125	465792,4375	348357,84375	361091,34375	365654,40625
P61457	PCBD1	Homo sapiens	Pterin-4-alpha-carbinolamine dehydratase	PHS_HUMAN	1	1	1	False	477340,5	285186,21875	222242,203125	411894,90625	223660,59375	304905,625	418765,4375	440440	466934	541263,625	512823,90625	465254,78125	138584,515625	119685,484375	104264,359375	141738,203125	116725,8125	111803,0234375	140596,59375	136165,515625	137729,71875	156925,390625	163864,15625	164385,53125
P61513	RPL37A	Homo sapiens	60S ribosomal protein L37a	RL37A_HUMAN	4	4	5	False	4769156	5483827,5	5465336,5	5605946	5551895,5	6024245	4850751	6412112	5561761,5	5457120	5057814,5	6140535	834993,1875	897806,9375	920657,6875	890178,375	898564,25	906323,0625	848143,1875	838490,6875	867962,9375	893473,125	802392,5625	915921,3125
P61586	RHOA	Homo sapiens	Transforming protein RhoA	RHOA_HUMAN	9	10	13	False	1871378,125	2004497,125	2540944	2256691,75	1918050,625	2026726,5	2256523,25	2331211	2122615,5	2685279,25	2371882,25	2439509,25	304497,78125	305005,84375	324383,21875	308423,1875	257405,34375	269408,46875	320863,25	293566,9375	259843,53125	349074,71875	291443,8125	303498,4375
P61587	RND3	Homo sapiens	Rho-related GTP-binding protein RhoE	RND3_HUMAN	5	5	5	True	42779,671875	30761,166015625	24903,12109375	53066,9765625	58485,046875	62775,02734375	27455,041015625	17565,12109375	20091,828125	134744,34375	25204,193359375	73005,515625	14028,220703125	11082,1005859375	14797,54296875	41279,5703125	9752,310546875	33895,8671875	10563,3212890625	8168,83251953125	11621,859375	63917,65625	7922,64501953125	47423,6015625
P61599	NAA20	Homo sapiens	N-alpha-acetyltransferase 20	NAA20_HUMAN	5	5	5	True	99572,140625	107605,8203125	76034,59375	86603,515625	63484,03515625	103432,8984375	75450,515625	56415,14453125	115230,6796875	93746,5625	62660,83203125	84452,78125	24867,16015625	11579,28515625	16972,341796875	11671,625	12839,3193359375	12988,65625	9939,232421875	6264,45654296875	9261,544921875	11223,6357421875	11406,9892578125	8325,5712890625
P61601	NCALD	Homo sapiens	Neurocalcin-delta	NCALD_HUMAN	1	1	1	False	173645,1875	50836,67578125	22701,232421875	66666,5546875	71631,5859375	36402,9765625	NaN	NaN	NaN	NaN	NaN	NaN	19519,666015625	10091,1142578125	11548,2734375	13586,1748046875	8708,72265625	13200,1044921875	NaN	NaN	NaN	NaN	NaN	NaN
P61604	HSPE1	Homo sapiens	10 kDa heat shock protein, mitochondrial	CH10_HUMAN	12	12	15	False	22212796	20059102	23254036	23343014	20828852	22238764	28722556	21658952	24407668	20491498	23407520	22167018	5163357,5	5102007	5056057	4918457,5	4725450,5	4881100	6287031,5	4721121,5	5022894,5	4309172	4426617,5	4795923
P61619	SEC61A1	Homo sapiens	Protein transport protein Sec61 subunit alpha isoform 1	S61A1_HUMAN	13	15	18	False	1626505,75	2037769,25	2067027	2196162,25	1754790,125	1458103,25	1868239,5	1397999,25	1196512,25	1791404	1852407,25	1663252,25	312814,34375	351923,875	391507,6875	365032	306981,71875	260766,3125	324157,46875	264071,71875	227603,78125	295486,375	298052,96875	293945,3125
P61626	LYZ	Homo sapiens	Lysozyme C	LYSC_HUMAN	1	1	1	False	NaN	NaN	228012,09375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21975,587890625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P61758	VBP1	Homo sapiens	Prefoldin subunit 3	PFD3_HUMAN	12	13	15	False	1133127,125	1214909,625	1149364,375	1165569	1359220,875	1227918,125	1192085,375	1396973,125	1479840,5	1370107,375	1315949,75	1466500	218260,46875	228755,734375	213349,9375	216554,671875	265146,25	223323,03125	218706,5	248933,265625	250267,609375	244092,875	256178,609375	267115,78125
P61764	STXBP1	Homo sapiens	Syntaxin-binding protein 1	STXB1_HUMAN	26	27	27	False	592353,0625	659321	560174,25	564917,0625	574706	554599,9375	651348,625	667391,875	649714,6875	637614,0625	692603,75	652981,1875	206870,875	200289,59375	186717,625	207226,015625	193727,90625	195527,1875	222241	217649,859375	213232,828125	222180,15625	229801,3125	211125,734375
P61769	B2M	Homo sapiens	Beta-2-microglobulin	B2MG_HUMAN	10	10	12	False	4983907,5	3961034,25	5761018,5	5254582	4781408,5	4839426	4723637	4095843,5	5082631	4652357	4414106,5	5515954,5	661830,6875	670708,1875	753653,875	712892,5	573165,5	795350	684109,375	589754,9375	728215,5	536634,0625	518100,90625	686244,5625
P61803	DAD1	Homo sapiens	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1_HUMAN	3	3	3	False	801974,8125	722659,0625	659442,1875	811815	665300,3125	472727,96875	531873,375	535405,25	577074,4375	563343,25	549715,375	462443,65625	243340,84375	329713,375	230823,234375	216467,390625	204458	165821,375	199083,3125	168066,359375	200204	187848,9375	202971,140625	178255,015625
P61812;P61812-2	TGFB2	Homo sapiens	Transforming growth factor beta-2 proprotein;Isoform B of Transforming growth factor beta-2 proprotein	TGFB2_HUMAN	4	4	4	False	46358,57421875	17494,3828125	127709,21875	16389,958984375	35182,44921875	42531,21875	49436,140625	33366,3203125	29651,302734375	71026,59375	41224,61328125	52835,15625	7373,92919921875	4826,2509765625	2857,16796875	5651,76220703125	5633,0009765625	6513,68994140625	7451,9462890625	3527,469482421875	4690	5849,3876953125	5237,21875	3972,68701171875
P61916	NPC2	Homo sapiens	NPC intracellular cholesterol transporter 2	NPC2_HUMAN	5	6	8	True	2346836	2332282	2545772	1207463,25	2432500,5	1415733	2649497	2516814,25	2618912,5	1247667,5	2696560,75	1535461,5	480647,90625	507013,59375	536008,9375	283192,25	538329,625	299054,96875	565617	534210,3125	540403,25	213682,875	569884,5625	273112,90625
P61923	COPZ1	Homo sapiens	Coatomer subunit zeta-1	COPZ1_HUMAN	5	5	8	False	1118672,875	1025607,9375	710957,0625	1104851,125	880008,25	1212558,375	1119447,875	1084190,75	1101021	996050,3125	928297,125	874516,8125	220212,046875	191389,9375	160846,796875	236941,890625	211376,859375	229115,109375	242852,625	268977,59375	225411,53125	227543,75	184554,4375	224439,03125
P61925	PKIA	Homo sapiens	cAMP-dependent protein kinase inhibitor alpha	IPKA_HUMAN	3	3	3	True	8256565	9723476	6487821	13028282	9736045	5146855	5893203,5	8343297,5	3418818,75	6217461	8231455,5	7084390	5914,67333984375	8070,0537109375	5103,0458984375	7671,30419921875	9145,5869140625	3947,282470703125	4292,55224609375	7468,73779296875	3287,946533203125	4833,0078125	4873,833984375	3025,99951171875
P61927	RPL37	Homo sapiens	60S ribosomal protein L37	RL37_HUMAN	10	10	10	False	615922,4375	1010091,375	676067,9375	817030,3125	943629	987613,875	903489,125	930211,0625	987209	1031454,5	870585,625	1163233	50503,9453125	85897,8515625	54569,515625	61619,9140625	65636,2109375	82049,6953125	61228,53515625	72509,2578125	95113,53125	75802,78125	58978,6328125	86948,421875
P61956;P61956-2	SUMO2	Homo sapiens	Small ubiquitin-related modifier 2;Isoform 2 of Small ubiquitin-related modifier 2	SUMO2_HUMAN	3	3	4	False	297002,5625	654687,75	444730,90625	360110,625	356427,84375	369588,75	570787,9375	310827,5625	444900,15625	318251,1875	350174,96875	469741,1875	26385,75	32277,087890625	18441,34375	25611,34375	27295,08984375	25502,330078125	29679,72265625	25678,396484375	33068,90625	26030,97265625	23410,52734375	27431,71875
P61960	UFM1	Homo sapiens	Ubiquitin-fold modifier 1	UFM1_HUMAN	3	3	5	False	2528199,75	2834190,75	2496766	3127672,5	3087347	2761678,25	2645460,25	2401192	3044808,5	2959062	2815738	3597776,25	652027,75	646770	541217,5	633905,1875	697822,6875	642366,5	600678	564018,25	692986,4375	659520,125	568496,6875	731207,3125
P61962	DCAF7	Homo sapiens	DDB1- and CUL4-associated factor 7	DCAF7_HUMAN	5	5	7	False	59068,484375	46835,04296875	49229,74609375	39909,34765625	49448,375	47738,5625	55633,44140625	69691,8984375	67631,296875	63595,55078125	43284,625	66659,546875	9676,154296875	10336,41015625	9873,6025390625	11717,08984375	10027,046875	12377,9091796875	10720,1259765625	10208,2060546875	10959,2802734375	11855,7578125	9979,0986328125	13407,5703125
P61964	WDR5	Homo sapiens	WD repeat-containing protein 5	WDR5_HUMAN	7	7	9	False	342527,125	327433,125	247115,28125	285235,6875	306696	332571,90625	374039,53125	342289,875	240764,109375	318136,4375	208611,640625	298565,125	48340,56640625	60737,9453125	54143,03515625	48321,76171875	60424,11328125	58718,6015625	47272,171875	47662,02734375	49359,2578125	49120,59765625	51243,77734375	53819,94140625
P61966	AP1S1	Homo sapiens	AP-1 complex subunit sigma-1A	AP1S1_HUMAN	4	4	4	False	173846,6875	182476,796875	139315,578125	222533,578125	196651,921875	129136,96875	187381,71875	221846,75	177648,890625	166970,734375	165732,78125	238634,609375	34856,52734375	21593,09765625	46068,56640625	46416,43359375	32429,541015625	29760,7109375	33541,76171875	35916,19140625	34534,51953125	33533,390625	49049,0390625	40042,5546875
P61968	LMO4	Homo sapiens	LIM domain transcription factor LMO4	LMO4_HUMAN	2	2	2	False	47923,1640625	49239,0625	42434,7890625	39466,51171875	83944,2578125	36978,7265625	26249,41015625	35558,91796875	22680,6328125	NaN	35339,1484375	22024,376953125	14043,55078125	11509,8115234375	14494,6787109375	10705,134765625	15023,646484375	13959,5458984375	10788,990234375	10235,0380859375	7853,28955078125	NaN	12223,779296875	13357,6103515625
P61970	NUTF2	Homo sapiens	Nuclear transport factor 2	NTF2_HUMAN	7	7	8	False	6505789	5967020,5	5913353,5	5765734,5	5994719,5	5608470,5	5690245,5	6274126	6584613	6102490,5	6677990,5	5607967,5	1114007,75	994876,875	960860,1875	892306,5	1048331,375	907497,0625	846501,6875	1135259,375	988220,375	880681,0625	978878,125	921760,25
P61978-3	HNRNPK	Homo sapiens	Isoform 3 of Heterogeneous nuclear ribonucleoprotein K	HNRPK_HUMAN	32	34	39	False	19258468	20760958	19220806	18124152	18353260	18845018	17233038	16500363	17713574	16234779	16087001	17380708	5361956	5695546	5202499,5	4938841,5	5345877,5	5245978,5	4365756	4727412	4867012	4450541,5	4526156	4723271,5
P61981	YWHAG	Homo sapiens	14-3-3 protein gamma	1433G_HUMAN	15	19	23	False	22184302	20798958	19485828	20758980	21355504	20709978	24124296	22399320	21593864	25217722	23239150	22150262	3788573,5	3474177,75	3016747,25	3448020,25	3590697	3215132,75	3733380,75	3664087,5	3395865	3819314	3638494,75	3414522
P62068;P62068-3;P62068-4	USP46	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 46;Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 46;Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 46	UBP46_HUMAN	3	3	3	False	740,6695556640625	152,78131103515625	1005,3646240234375	584,3757934570312	NaN	704,6216430664062	147,1070556640625	NaN	NaN	707,6551513671875	138,7098846435547	NaN	3880,68798828125	3022,108154296875	3149,611083984375	3249,662109375	2911,39306640625	3584,32763671875	3203,0576171875	2964,638671875	2198,1953125	3416,6171875	3610,653076171875	2724,490234375
P62070;P62070-4	RRAS2	Homo sapiens	Ras-related protein R-Ras2;Isoform 4 of Ras-related protein R-Ras2	RRAS2_HUMAN	9	9	11	False	2181500	1978381,625	2446808	2528898,5	1783095,25	1777327,625	3205577,75	2431984	2497002,25	3510131,75	2248558,25	2410316,25	647568,125	587648,125	662000,4375	720718,75	532074,875	533786,4375	829404,1875	703537,1875	683041,125	895258,8125	713253,3125	691656,25
P62072	TIMM10	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim10	TIM10_HUMAN	8	9	9	False	644300,4375	717350,4375	489626,3125	607317	654230,25	561895,875	794967,4375	668616,3125	640643,9375	753930,875	638276,4375	596416,8125	198331,625	185394,390625	158699,9375	163764,734375	196239,40625	166005,671875	181699,8125	190114,953125	173036,046875	161152,265625	171262,53125	147338,421875
P62081	RPS7	Homo sapiens	40S ribosomal protein S7	RS7_HUMAN	15	16	22	False	8060004	8458494	8189466,5	10637106	8445289	9731282	9195586	10113170	9425514	10676837	8347268	12692758	1029102,625	1149570,875	1069844,75	1247303,625	1051228,375	1262882,375	1142924,125	1244134,375	1242334,25	1213228,125	1006425,875	1439197,375
P62136;P62136-2	PPP1CA	Homo sapiens	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PP1A_HUMAN	19	20	26	False	5036312	5081032,5	5058293	4976976	5248660,5	5386487	4622061	5439795	5727180	5139640,5	4966059	5651521,5	716392,875	711003,75	728656,3125	719147,125	686108,375	738068,25	640896,625	717582,375	723325,3125	679668,6875	655709,5625	773265,25
P62140	PPP1CB	Homo sapiens	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PP1B_HUMAN	10	11	11	False	971570,5	969583,625	902671,8125	816404,375	909249,9375	836404,8125	859752,1875	890003,25	827269,8125	877052,625	731504,0625	879083,875	92815,8046875	101554,9765625	86855,2265625	86941,4140625	97646,34375	84886,8359375	83594,46875	94241,3125	88567,9140625	83901,484375	86232,8671875	92357,953125
P62166	NCS1	Homo sapiens	Neuronal calcium sensor 1	NCS1_HUMAN	7	7	7	False	81737,6171875	60317,3125	70755,65625	85664,765625	46392,15625	88719,5234375	38667,453125	87605,203125	68729,9375	30563,916015625	64339,07421875	78426,171875	24334,328125	20904,880859375	29095,255859375	30466,7265625	20503,876953125	27934,548828125	18680,80078125	18661,53515625	32037,03515625	19809,5390625	24642,416015625	23718,171875
P62191	PSMC1	Homo sapiens	26S proteasome regulatory subunit 4	PRS4_HUMAN	36	37	45	False	3339535,25	3343856,75	3589157,25	3351849,5	3884755	3507662,25	3885502,25	3981565	4063407,75	4084654,5	4472165	4442986,5	807577,625	797452,3125	759013,6875	811344,25	901823,5	841613,4375	900108	942643,8125	915300,4375	911486,6875	989638,375	962033,875
P62195	PSMC5	Homo sapiens	26S proteasome regulatory subunit 8	PRS8_HUMAN	25	26	38	False	2116957,75	2185322	1961180,75	2141877,5	2403523,75	2176896,75	2205103,75	2695015,25	2368342,25	2326759,75	2568195,5	2417302,75	360548,4375	384627	357991,03125	372788,53125	413055,46875	380579,0625	399092,34375	440949,59375	419703,21875	389004,96875	436883,46875	413905,46875
P62241	RPS8	Homo sapiens	40S ribosomal protein S8	RS8_HUMAN	13	13	19	False	5697745,5	7395524	5429927,5	5805177	6544549	6589746,5	5043065	5877920	7132803	5440929,5	5330197	7130077	1410398,75	1865136,375	1423001,75	1406942,5	1455723,5	1542623,75	1325542,625	1452955	1582283,625	1387140,375	1393038,375	1595757,75
P62244	RPS15A	Homo sapiens	40S ribosomal protein S15a	RS15A_HUMAN	9	11	13	False	4116630,75	3125305,5	3961984,25	4458894	2684851,25	3746685,5	3919626	3159305,5	3645934	4508508	3683586,75	3889000,5	1136779,25	969783,375	1144337,75	1160112,125	785652,25	1029702,25	1034940,375	870234,1875	974860,25	1143496,875	978692,0625	973653,0625
P62249	RPS16	Homo sapiens	40S ribosomal protein S16	RS16_HUMAN	12	12	15	False	9224915	10239119	9795485	9547912	8540147	10118801	9106050	9180981	9976774	10642489	9585367	10841033	2726897,25	2584203,75	2663260,25	2711879	2372808,25	2846978,75	2434883	2575255	2685746,5	2811426,75	2365196	2780615,5
P62253	UBE2G1	Homo sapiens	Ubiquitin-conjugating enzyme E2 G1	UB2G1_HUMAN	3	3	3	False	88140,8046875	91724,40625	90826,359375	107743,3828125	119512,453125	140977,5625	94184,6015625	99344,328125	77353,1015625	112951,6875	97889,6953125	127275,90625	21270,22265625	16085,66796875	19617,763671875	20900,541015625	19067,703125	17719,515625	12168,560546875	13868,8896484375	13596,966796875	14307,2666015625	11418,1201171875	22987,509765625
P62256	UBE2H	Homo sapiens	Ubiquitin-conjugating enzyme E2 H	UBE2H_HUMAN	5	5	8	False	407252,28125	368150,46875	494340,28125	597965	493948,09375	595889,5	531068,5	498001,5	556716,9375	632717,9375	556565,125	603109,6875	101991,7109375	81414,140625	83771,0625	108161,2578125	92663,859375	107966,7578125	110258,4140625	103656,25	89857,640625	112465,640625	93105,921875	105800,6875
P62258	YWHAE	Homo sapiens	14-3-3 protein epsilon	1433E_HUMAN	23	30	35	False	36626472	41272656	35685220	39309368	43648720	40622840	38593108	45874488	43477328	42216232	42827220	45641756	6868611,5	7657749,5	6962023	7340547,5	7729404,5	7420496,5	7875043,5	8092952,5	7900610	7483871	7441645	7973008
P62263	RPS14	Homo sapiens	40S ribosomal protein S14	RS14_HUMAN	9	11	15	False	2660232,25	2838932,5	2853131,75	3081975	2893202	3130812,5	3151069,25	2737553	2861267,5	3233531	2982395,25	3150137,5	411810,34375	474492,5	448366,09375	477792,46875	458855,96875	463804,65625	472432,46875	463686,9375	475041,5	511384,15625	446519,21875	498393,21875
P62266	RPS23	Homo sapiens	40S ribosomal protein S23	RS23_HUMAN	9	9	9	False	1384104,5	2156483	1159011,875	1293600,625	1844645,5	2059542,75	1305287	1782734,125	2551427,25	2116191	1992090	2203535,75	174275,671875	255369,234375	151995,296875	174180,15625	219053,640625	255606,46875	144790,234375	216524,890625	302850,46875	186193,359375	225889,09375	261994,953125
P62269	RPS18	Homo sapiens	40S ribosomal protein S18	RS18_HUMAN	13	14	15	False	7788222	8025091,5	5957256,5	7290811	6456289	7677567,5	6179391	6798119,5	7546080,5	8329708	7153826,5	8285380,5	3226629,25	3423444,5	2959083	3064302,5	2621518,5	3204494,75	2501536,75	2737075,5	3261453,25	3296740,25	2809489,25	3418900,5
P62273	RPS29	Homo sapiens	40S ribosomal protein S29	RS29_HUMAN	4	4	5	True	833868,625	1026180,4375	905997,25	823693,8125	824457,3125	918189	746362	835851,5625	1016181,6875	444563,5	540413,375	769740,9375	166505,34375	272931,0625	123475,9453125	139150,203125	155571	152994,390625	106407,1796875	143102,5	172898,65625	98453,734375	107423,7890625	146014,875
P62277	RPS13	Homo sapiens	40S ribosomal protein S13	RS13_HUMAN	9	9	14	False	3122163,5	4897561,5	2952069,5	2826801	4386275	4161597,5	2631672,5	3759225,25	4825561	3793758,75	4021581,5	5113803,5	533740,0625	806592,1875	451013,3125	500181,8125	655418,5	664474,6875	508406,21875	643463,6875	732882,4375	552052,625	636954,5625	761087
P62280	RPS11	Homo sapiens	40S ribosomal protein S11	RS11_HUMAN	11	12	16	False	4651140,5	5212784	5048109	5606626,5	5416938	5313587	5209058,5	5066727	5209777	4918540	4324344,5	5323656	998469,0625	1055984,625	1086737	1076071,125	911184	1088513	987049,5625	953750,3125	1004639	949376,125	870145,8125	1007974,5625
P62304	SNRPE	Homo sapiens	Small nuclear ribonucleoprotein E	RUXE_HUMAN	3	4	6	False	725145,4375	784094,8125	659242,8125	804634,125	819868,0625	915285,25	871620,5	755478,25	880404,0625	711176,375	837603	925274,4375	154428,71875	171077,65625	139594,390625	134710,890625	151398,875	176861,390625	143135,515625	125861,109375	169533,125	156141,46875	173373,171875	170929,203125
P62306	SNRPF	Homo sapiens	Small nuclear ribonucleoprotein F	RUXF_HUMAN	5	6	6	False	687072,75	774790	860008,1875	744817,3125	824450	887720,375	839484,875	976386,75	840975,75	822024,875	954312,625	1009790,25	71651,71875	82178,546875	87868,0625	78949,5703125	81881,1953125	90831,734375	77572,6953125	86051,671875	82437,8828125	69260,6015625	78147,6484375	84698,6640625
